Serial-No,Product_Name,Price in ₹,Product_Stars,Ratings,Reviews,Brand,image_url,features,Rating_Count,Type of Sorting,Review_Count
90,"boAt Storm Pro with 1.78"" AMOLED Display, 700+ Active Modes Smartwatch","₹1,999",3.9,6663,774,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"30mm dial AMOLED display with 390*390 resolutionSleep monitoring, blood-oxygen monitoring, 24*7 Heart rate monitoringCustomisable and cloud-based watch faces3 Atm water resistantFast charge - 30min charge to 5-day usageTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",1K-10K,Popularity,0K-1K
91,"Noise Core 2 1.28"" Display , Noisefit sync app, 100+ watch faces & 50+ Sports Modes Smartwatch","₹1,499",4,6792,529,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.69'' TFT display with 500 nits brightness and 240*280pxNoise Buzz (call from dial pad, access recent calls and save up to 10 contacts)Bluetooth calling equipped with Tru SyncWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",1K-10K,Popularity,0K-1K
92,Noise ColorFit Vision 2 with 1.78'' Always on AMOLED Display Smartwatch,"₹2,499",4.1,11449,1108,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.69'' TFT display (240*280px, 500 nits, 218 PPI)Noise Health Suite (SpO2, 24*7 heart rate tracking, activity tracker, sleep tracker, stress monitor & female health tracker)Productivity and utility features (hand wash reminder, drink water reminder, DND, weather forecast, call mute & rejection, alarm, idle alert, stopwatch, timer, remote music control & find my phone)40 sports modes (10 inbuilt & 30 in app) | 150+ cloud-based watch facesUp to 10 days of battery (300mAh)5 color options: Jet black, Rose pink, Olive green, Midnight blue, Mist greyTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",10K-50K,Popularity,1K-10K
93,"Noise Qube with 1.4"" Full Touch display, Multi-Sports modes, 7-day Battery,Spo2 Smartwatch","₹1,199",4.1,143191,11275,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,100K-200K,Popularity,10K-20K
94,"boAt Wave Ultima with 1.8 Curve Arc HD Display, Bluetooth Calling with BT v5.3 Smartwatch","₹3,999",4.2,636,70,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.28 display (240*240px, 500 nits)AI voice assistantNoiseFit Track app integrationNoise Health SuiteTM (SpO2, activity record, 24*7 heart rate tracking, stress monitor, sleep monitor & breathe)With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",0K-1K,Popularity,0K-1K
95,"Noise ColorFit Caliber 2 with 1.83'' display Up to 12 Day Battery, 60 sports mode Smartwatch","₹1,499",4.1,5462,417,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.78 Amoled with always on featureMenstrual Cycle Tracking | Heart Rate Monitor, Stress & Sleep MonitorWeather and Quick RepliesIP68 Waterproof| multiple sports modeBattery : Upto 7 days/ 30 Days StandbyTouchscreenFitness & OutdoorBattery Runtime: Upto 8 days1 Year Manufacturer Warranty",1K-10K,Popularity,0K-1K
96,boAt Wave Arcade with 1.81 inch HD Display and Bluetooth Calling Smartwatch,"₹2,999",4,8577,990,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,1K-10K,Popularity,0K-1K
97,"Noise Caliber Buzz Advanced BT Calling(True Sync), 1.69"" display, 500 NITS Brightness Smartwatch","₹1,699",4.3,5055,467,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.8 display (500 nits brightness)| Bluetooth calling| AI voice assistant100+ cloud-based watch faces| In-built gamesNoise Health SuiteTM (SpO2, 24*7 heart rate tracking, sleep monitor & activity tracker)60 sports modes| IP67 waterproof | 7-day batteryUtility features (stopwatch, alarm, timer, weather, find my phone, camera & music controls)NoiseFit Track appWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",1K-10K,Popularity,0K-1K
98,"Noise Icon Buzz BT Calling with 1.69"" display , AI Voice Assistance, Built-In Games Smartwatch","₹1,799",4.2,224027,17882,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.8 display (500 nits brightness)| Bluetooth calling| AI voice assistant100+ cloud-based watch faces| In-built gamesNoise Health SuiteTM (SpO2, 24*7 heart rate tracking, sleep monitor & activity tracker)60 sports modes| IP67 waterproof | 7-day batteryUtility features (stopwatch, alarm, timer, weather, find my phone, camera & music controls)NoiseFit Track appWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",200K-300K,Popularity,10K-20K
99,Noise Evolve 2 AMOLED with 42mm Dial Size Smartwatch,"₹3,999",4.1,18281,2072,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,1.69 TFT LCD DisplayIn-Built Games|Bluetooth CallingVoice Assistance (AI voice assistance)Noise Health Suite|Weather ReportUp to 7-Day Battery100+ Watch Faces|IP67 WaterproofWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,10K-50K,Popularity,1K-10K
100,Noise ColorFit Vision 2 Buzz Smartwatch,"₹2,999",4.3,12125,1057,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,Screen Size: 1.85 inch (47mm) HD Display2.Bluetooth Calling3.Dial Pad|Save Contacts|Built in Mic and Speaker4.Functional CrownWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase,10K-50K,Popularity,1K-10K
101,"Noise Evolve 3, 1.43"" AMOLED AOD, 466*466px, 500 nits, BT calling,Tru Sync Technology Smartwatch","₹3,999",4.4,12911,1431,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,Screen Size: 1.85 inch (47mm) HD Display2.Bluetooth Calling3.Dial Pad|Save Contacts|Built in Mic and Speaker4.Functional CrownWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase,10K-50K,Popularity,1K-10K
102,Noise Fit Active SpO2 Smartwatch,"₹2,499",4.2,37503,6517,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"3.3 cms(1.3 inches) Full Touch Screen Curved Display with Multiple Cloud Based Watch Faces (Note: Cloud Based Watch Faces will be Available via OTA Post Launch)Wellness Mode: Spo2 (Real-time Blood Oxygen Level Monitor), 24x7 Heart Rate Monitor, Sleep monitor, Guided Breathing & Menstruation TrackerMetal Body Casing and 5ATM Water ResistanceDaily Activity Tracker and 9 sports Modes | Notifications with Vibration Alerts for Calls, Texts, Social media, Alarms and Sedentary AlertsTouchscreenFitness & Outdoor",10K-50K,Popularity,1K-10K
103,"boAt Storm 1.3"" CurvedDisplay Smartwatch","₹1,499",4.1,620215,54480,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.81 inch HD DisplayBluetooth Calling2.5D Curve Arc DisplayIn Built Games- 2048 &b Whack-a-Mole100+ Sports ModesUpto 7 Days Battery LifeIP68: Dust, Sweat & Splash ResistantHR, SpO2 & Stress MonitoringWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",500K-650K,Popularity,50K-60K
104,"boAt Wave Infinity with 1.85"" HD Screen, Functional Crown and Bluetooth Calling Smartwatch","₹2,499",4.2,3331,413,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"Bluetooth Calling Smartwatch: Call On The Go | Voice Assistant: Connect on Command | 43mm(1.69”) HD Display | 60+ Sports Modes | Heart Rate and SpO2 Monitoring | Multiple Cloud Watch Faces | IP68: Dust, Sweat & Splash ResistantWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase",1K-10K,Popularity,0K-1K
105,"boAt Storm 1.3"" CurvedDisplay Smartwatch","₹2,599",4.1,620215,54480,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.81 inch HD DisplayBluetooth Calling2.5D Curve Arc DisplayIn Built Games- 2048 &b Whack-a-Mole100+ Sports ModesUpto 7 Days Battery LifeIP68: Dust, Sweat & Splash ResistantHR, SpO2 & Stress MonitoringWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",500K-650K,Popularity,50K-60K
106,"boAt Wave Connect with Bluetooth Calling, Voice Assistant and 1.69"" HD Display Smartwatch","₹3,999",4.2,40191,3576,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1. Bluetooth Calling2. 600+ Watch Faces3. 1.69'' Square HD Display4. Live Cricket Scores5. Heart Rate and Blood Oxygen Monitoring6. Health Ecosystem with boAt Crest App7. Multiple Sports Modes8. IP68: Dust, Sweat &amp; Splash Resistant9. Slim Metallic DesignWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase",10K-50K,Popularity,1K-10K
107,"Noise Crew Bluetooth Calling Smartwatch with 1.38"" Round display, Metallic finish Smartwatch","₹1,999",4.4,1042,175,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"Bluetooth Calling with Dial Pad1.78'' AMOLED Display60 Hz Refresh RateASAP Charge: Full Charge in 30 MinsMetal Strap700+ Active ModesHealth Ecosystem with boAt Crest AppIP68: Dust, Sweat and Splash ResistantWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 year warranty from the date of purchase",1K-10K,Popularity,0K-1K
108,"boAt Wave Infinity with 1.85"" HD Screen, Functional Crown and Bluetooth Calling Smartwatch","₹2,499",4.2,3331,413,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.85"" TFT Display with 500 nitsStylish flat edge designNoise Health Suite (Heart rate, Spo2, sleep monitor, stress measurement, breathing practice)Calling Smartwatch with Tru SyncWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",1K-10K,Popularity,0K-1K
109,"boAt Storm Pro Call Bluetooth Calling 1.78"" AMOLED Display Smartwatch","₹2,999",4.1,13636,1409,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.38 inches(3.50cms) TFT display, 240x240px - Big, bright and round display for an immersive viewing experience.Up to 7-day battery life & up to 2-days of power with calling activated. Its 300mAh battery takes approx. 2 hours to fully charge. (Battery life can vary due to multiple factors)NoiseFit app - You can track your progress overtime, get health updates, compete with friends and share your achievements.BT v5.3, Single chip calling- ensures that you enjoy stable calls over a longer range while consuming less power.Noise Health SuiteTM - Blood oxygen monitor, Sleep monitor, 24x7 heart rate monitor, Breathe practice, Stress measurement & Female cycle tracker. (Any of the mentioned health tracking features cannot be used as a substitute for a medical device. The readings can have slight variations.)IP68 water resistance, 100+ cloud based watch faces, 120+ sports modeThe contents in-the-box include the NoiseFit Crew smartwatch, a magnetic charging cable & the user manual.With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",10K-50K,Popularity,1K-10K
110,boAt Storm call 1.69 inch HD display with Bluetooth Calling & 550 Nits Brightness Smartwatch,"₹1,999",4.1,128899,9339,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"Bluetooth Calling with BT v5.3Curve Arc Display1.8 inch HD Display with 550 Nits Brightness100+ Sports ModesUpto 10 Days Battery LifeIP68: Dust, Sweat & Splash ResistantAmbient Sound DetectionHR, SpO2 & Stress MonitoringPersonalized Customization- Menu, Watch Faces & RingtonesWith Call FunctionTouchscreenFitness & Outdoor1 year warranty from the date of purchase",100K-200K,Popularity,1K-10K
111,"Noise ColorFit Loop Advanced BT Calling with 1.85"" display,130+Sports Modes Smartwatch","₹2,499",4.2,816,59,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.69inch HD Display|550 Nits Brightness| 2.5D Curved Touch DisplayBluetooth Calling & Dialpad(Save upto 10 contacts)| Ultra Slim & Lightweight150+ Watch Faces| HR & SpO2 MonitoringIP68: Dust, Sweat & Splash ResistantWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase",0K-1K,Popularity,0K-1K
112,"Noise ColorFit Icon 2 1.8 Display, Bluetooth Calling, AI Voice Assistance Smartwatch","₹1,999",4.2,83325,6694,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,50K-100K,Popularity,1K-10K
113,"boAt Wave Ultima with 1.8 inch Curve Arc HD Display, Bluetooth Calling with BT v5.3 Smartwatch","₹3,999",4.2,636,70,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,0K-1K,Popularity,0K-1K
114,"Noise Core 2 1.28"" Display , Noisefit sync app, 100+ watch faces & 50+ Sports Modes Smartwatch","₹1,499",4,6792,529,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"Bluetooth Calling with BT v5.3Curve Arc Display1.8 inch HD Display with 550 Nits Brightness100+ Sports ModesUpto 10 Days Battery LifeIP68: Dust, Sweat & Splash ResistantAmbient Sound DetectionHR, SpO2 & Stress MonitoringPersonalized Customization- Menu, Watch Faces & RingtonesWith Call FunctionTouchscreenFitness & Outdoor1 year warranty from the date of purchase",1K-10K,Popularity,0K-1K
115,Noise Evolve 2 AMOLED with 42mm Dial Size Smartwatch,"₹3,999",4.1,18281,2072,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.69inch TFT LCD display|Calls & SMS quick reply (Android only)Noise Health SuiteTM (SpO2, 24x7 heart rate tracking, activity tracker, sleep monitor, stress monitor, and female health tracker)60 sports modes| 150 watch faces|IP68 water resistanceUp to 7-day batteryApp Name : NoiseFit AppTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",10K-50K,Popularity,1K-10K
116,"Noise ColorFit Icon 2 1.8 Display, Bluetooth Calling, AI Voice Assistance Smartwatch","₹1,999",4.2,83325,6694,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.28'' round display (240*240px)Noise Health SuiteTM (SpO2, 24*7 heart rate tracking, activity tracker, sleep tracker & breathe mode)50+ sports modes| 100+ cloud-based watch faces| 7-day battery life| IP68 water resistanceApp: NoiseFit Sync appTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",50K-100K,Popularity,1K-10K
117,"Noise Qube with 1.4"" Full Touch display, Multi-Sports modes, 7-day Battery,Spo2 Smartwatch","₹1,199",4.1,143191,11275,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"33 mm (1.3 Inches) Full-Touch 2.5D Curved DisplayBattery Time: Up to 7 days (depends on usage)Sports Mode: Indoor walk,run,cycling, elliptical machine, rower,swimming, yoga,hiking with automatic sports recognition* (works for only walking and running)Wellness Mode: Sleep, Heart Rate, Menstruation Cycle Tracker, Guided Meditation breathing.5 ATM water resistance| Built in GPS| Find my Phone FeatureVibration Alerts for Calls, Texts, Schedule Reminder &amp; Alarms.TouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",100K-200K,Popularity,10K-20K
118,"Noise ColorFit Icon 2 1.8 Display, Bluetooth Calling, AI Voice Assistance Smartwatch","₹1,999",4.2,83325,6694,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.85"" TFT Display with 500 nits and 240*284px.Stylish flat edge designTru sync with Noise Buzz features10 days batteryNoise Health Suite (Heart rate, Spo2, sleep monitor, stress measurement, breathe practice)Productivity suite (weather, stocks, calculator, reminder) with IP68100 sports modes and 150 watch faces.With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",50K-100K,Popularity,1K-10K
119,"boAt Storm 1.3"" CaptainAmericaEdition Smartwatch","₹1,499",4.1,620215,54480,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"TruView Display 1.55 inch HD Color touch screen with 320*360 Resolution & 500 NITS BrightnessSpo2, Stress , Sleep & Heart Rate Monitoring with 14 sports mode( with breathing exercise)Customisable & Cloud-based Watch Faces5-7 Days battery lifeCompatible with NoiseFit AppTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",500K-650K,Popularity,50K-60K
0,"boAt Wave Flex Connect with 1.83"" HD Display,Bluetooth Calling & Premium Metal Design Smartwatch","₹7,990",4.2,410,56,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"Screen Size: 1.83 inch HD Display
Bluetooth Calling: Save upto 10 Contacts|Mic & Speaker|Dial Pad
Premium Metal Design
Multiple Sports Modes
IP68
HR, SpO2 and Sleep Monitoring
Notifications and alerts
100+ Cloud Watch FacesWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase",0K-1K,High to Low,0K-1K
1,"boAt Wave Flex Connect with 1.83"" HD Display,Bluetooth Calling & Premium Metal Design Smartwatch","₹7,990",4.2,410,56,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"Screen Size: 1.83 inch HD Display
Bluetooth Calling: Save upto 10 Contacts|Mic & Speaker|Dial Pad
Premium Metal Design
Multiple Sports Modes
IP68
HR, SpO2 and Sleep Monitoring
Notifications and alerts
100+ Cloud Watch FacesWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase",0K-1K,High to Low,0K-1K
2,Noise ColorFit Pro 3 Alpha Smartwatch,"₹5,999",4,5718,555,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.69"" grand display: Get the rich immersive viewing experience on the 1.69"" LCD display with 500 Nits BrightnessBluetooth calling: Answer and make calls, save your favourite contacts, dial from the recent call logs,An on-wrist skin temperature sensor, TWS/Neckband pairing,Ambient noise detectionMusic Storage and playback: Store 80+ songs and play them at your discretion.Fast charge- 30 mins full charge, 100 sports mode,In watch customizable watch facesWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 5 days1 Year Manufacturer Warranty",1K-10K,High to Low,0K-1K
3,"Noise ColorFit Pro4 Max 1.8"" BT Calling, Noise detection, Noise Health Suite Smartwatch","₹3,999",4.2,6142,545,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,1K-10K,High to Low,0K-1K
4,Noise Evolve 2 AMOLED with 42mm Dial Size Smartwatch,"₹3,999",4.1,18354,2076,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"30mm dial AMOLED display with 390*390 resolutionSleep monitoring, blood-oxygen monitoring, 24*7 Heart rate monitoringCustomisable and cloud-based watch faces3 Atm water resistantFast charge - 30min charge to 5-day usageTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",10K-50K,High to Low,1K-10K
5,Noise Evolve 2 AMOLED with 42mm Dial Size Smartwatch,"₹3,999",4.1,18354,2076,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"30mm dial AMOLED display with 390*390 resolutionSleep monitoring, blood-oxygen monitoring, 24*7 Heart rate monitoringCustomisable and cloud-based watch faces3 Atm water resistantFast charge - 30min charge to 5-day usageTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",10K-50K,High to Low,1K-10K
6,"Noise ColorFit Pro4 Max 1.8"" BT Calling, Noise detection, Noise Health Suite Smartwatch","₹3,999",4.2,6142,545,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,1K-10K,High to Low,0K-1K
7,"Noise Evolve 3, 1.43"" AMOLED AOD, 466*466px, 500 nits, BT calling,Tru Sync Technology Smartwatch","₹3,999",4.4,13357,1471,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.43 AMOLED Always On Display (466*466px | 326 PPI | 500 nits brightness)Tru SyncTMLightweight design with circular stainless steel ringNoise Health SuiteTM (SpO2, stress monitor, 24*7 heart rate tracking, sleep monitor & breath)With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",10K-50K,High to Low,1K-10K
8,"Noise Evolve 3, 1.43"" AMOLED AOD, 466*466px, 500 nits, BT calling,Tru Sync Technology Smartwatch","₹3,999",4.4,13357,1471,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.43 AMOLED Always On Display (466*466px | 326 PPI | 500 nits brightness)Tru SyncTMLightweight design with circular stainless steel ringNoise Health SuiteTM (SpO2, stress monitor, 24*7 heart rate tracking, sleep monitor & breath)With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days",10K-50K,High to Low,1K-10K
9,"Noise Evolve 3, 1.43"" AMOLED AOD, 466*466px, 500 nits, BT calling,Tru Sync Technology Smartwatch","₹3,999",4.4,13357,1471,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.43 AMOLED Always On Display (466*466px | 326 PPI | 500 nits brightness)Tru SyncTMLightweight design with circular stainless steel ringNoise Health SuiteTM (SpO2, stress monitor, 24*7 heart rate tracking, sleep monitor & breath)With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",10K-50K,High to Low,1K-10K
10,"Noise Evolve 3, 1.43"" AMOLED AOD, 466*466px, 500 nits, BT calling,Tru Sync Technology Smartwatch","₹3,999",4.4,13357,1471,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.43 AMOLED Always On Display (466*466px | 326 PPI | 500 nits brightness)Tru SyncTMLightweight design with circular stainless steel ringNoise Health SuiteTM (SpO2, stress monitor, 24*7 heart rate tracking, sleep monitor & breath)With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",10K-50K,High to Low,1K-10K
11,"boAt Wave Connect with Bluetooth Calling, Voice Assistant and 1.69"" HD Display Smartwatch","₹2,999",4.2,40512,3596,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"Bluetooth Calling Smartwatch: Call On The Go | Voice Assistant: Connect on Command | 43mm(1.69”) HD Display | 60+ Sports Modes | Heart Rate and SpO2 Monitoring | Multiple Cloud Watch Faces | IP68: Dust, Sweat & Splash ResistantWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase",10K-50K,High to Low,1K-10K
12,"boAt Wave Connect with Bluetooth Calling, Voice Assistant and 1.69"" HD Display Smartwatch","₹2,999",4.2,40512,3596,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"Bluetooth Calling Smartwatch: Call On The Go | Voice Assistant: Connect on Command | 43mm(1.69”) HD Display | 60+ Sports Modes | Heart Rate and SpO2 Monitoring | Multiple Cloud Watch Faces | IP68: Dust, Sweat & Splash ResistantWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase",10K-50K,High to Low,1K-10K
13,"boAt Wave Connect with Bluetooth Calling, Voice Assistant and 1.69"" HD Display Smartwatch","₹2,999",4.2,40512,3596,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"Bluetooth Calling Smartwatch: Call On The Go | Voice Assistant: Connect on Command | 43mm(1.69”) HD Display | 60+ Sports Modes | Heart Rate and SpO2 Monitoring | Multiple Cloud Watch Faces | IP68: Dust, Sweat & Splash ResistantWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase",10K-50K,High to Low,1K-10K
14,"boAt Wave Ultima with 1.8 inch Curve Arc HD Display, Bluetooth Calling with BT v5.3 Smartwatch","₹2,999",4.2,637,70,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"Bluetooth Calling with BT v5.3Curve Arc Display1.8 inch HD Display with 550 Nits Brightness100+ Sports ModesUpto 10 Days Battery LifeIP68: Dust, Sweat & Splash ResistantAmbient Sound DetectionHR, SpO2 & Stress MonitoringPersonalized Customization- Menu, Watch Faces & RingtonesWith Call FunctionTouchscreenFitness & Outdoor1 year warranty from the date of purchase",0K-1K,High to Low,0K-1K
15,"boAt Storm Pro Call with Bluetooth Calling, 1.78'' AMOLED Display and ASAP Charge Smartwatch","₹3,199",4.1,13879,1422,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"Bluetooth Calling with Dial Pad1.78'' AMOLED Display60 Hz Refresh RateASAP Charge: Full Charge in 30 Mins700+ Active ModesHealth Ecosystem with boAt Crest AppIP68: Dust, Sweat and Splash ResistantWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",10K-50K,High to Low,1K-10K
16,"boAt Storm Pro Call with Bluetooth Calling, 1.78'' AMOLED Display and ASAP Charge Smartwatch","₹3,199",4.1,13879,1422,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"Bluetooth Calling with Dial Pad1.78'' AMOLED Display60 Hz Refresh RateASAP Charge: Full Charge in 30 Mins700+ Active ModesHealth Ecosystem with boAt Crest AppIP68: Dust, Sweat and Splash ResistantWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",10K-50K,High to Low,1K-10K
