Serial-No,Product_Name,Price in ₹,Product_Stars,Ratings,Reviews,Brand,image_url,features,Rating_Count,Type of Sorting,Review_Count
49,"Noise Icon Buzz BT Calling with 1.69"" display , AI Voice Assistance, Built-In Games Smartwatch","₹1,799",4.2,227365,18005,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,1.69 TFT LCD DisplayIn-Built Games|Bluetooth CallingVoice Assistance (AI voice assistance)Noise Health Suite|Weather ReportUp to 7-Day Battery100+ Watch Faces|IP67 WaterproofWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,200K-300K,Low to High,10K-20K
50,"Noise Icon Buzz BT Calling with 1.69"" display , AI Voice Assistance, Built-In Games Smartwatch","₹1,799",4.2,227365,18005,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,200K-300K,Low to High,10K-20K
51,"Noise Caliber Buzz Advanced BT Calling(True Sync), 1.69"" display Smartwatch","₹1,699",4.3,5502,498,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.69'' TFT display with 500 nits brightness and 240*280pxNoise Buzz (call from dial pad, access recent calls and save up to 10 contacts)Bluetooth calling equipped with Tru SyncWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",1K-10K,Low to High,0K-1K
52,"Noise Icon Buzz BT Calling with 1.69"" display , AI Voice Assistance, Built-In Games Smartwatch","₹1,799",4.2,227365,18005,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,1.69 TFT LCD DisplayIn-Built Games|Bluetooth CallingVoice Assistance (AI voice assistance)Noise Health Suite|Weather ReportUp to 7-Day Battery100+ Watch Faces|IP67 WaterproofWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,200K-300K,Low to High,10K-20K
53,"Noise Icon Buzz BT Calling with 1.69"" display , AI Voice Assistance, Built-In Games Smartwatch","₹1,799",4.2,227365,18005,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,200K-300K,Low to High,10K-20K
54,"Noise Caliber Buzz Advanced BT Calling(True Sync), 1.69"" display, 500 NITS Brightness Smartwatch","₹1,699",4.3,5502,498,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.69'' TFT display with 500 nits brightness and 240*280pxNoise Buzz (call from dial pad, access recent calls and save up to 10 contacts)Bluetooth calling equipped with Tru SyncWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",1K-10K,Low to High,0K-1K
55,"Noise Icon Buzz BT Calling with 1.69"" display , AI Voice Assistance, Built-In Games Smartwatch","₹1,799",4.2,227365,18005,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"Calling Feature: Bluetooth Calling with Inbuilt Mic, Inbuilt Speaker and DialerFitness and Productivity: Smart Notifications, 50+ Sports Modes, Alarm, Stopwatch, Flashlight, Timer, Find Phone, Music Player, Shutter (Remote Camera),IP68 water resistantHealth Tracking: SpO2 (Real-Time Monitoring), Heart Rate, Sleep, Breath TrainingAdditional Features: 100+ Watch Faces, Up to 7 Days Battery, Customizable Watch Face, Weather, Voice Assistance, Alarm, Stopwatch, Calculator.With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",200K-300K,Low to High,10K-20K
56,"boAt Wave Beat Call with BT Calling, 1.69 HD Display & 600+ Watch Face Smartwatch","₹1,699",4,3576,602,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1. Bluetooth Calling2. 600+ Watch Faces3. 1.69'' Square HD Display4. Live Cricket Scores5. Heart Rate and Blood Oxygen Monitoring6. Health Ecosystem with boAt Crest App7. Multiple Sports Modes8. IP68: Dust, Sweat &amp; Splash Resistant9. Slim Metallic DesignWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase",1K-10K,Low to High,0K-1K
57,"boAt Wave Beat Call with BT Calling, 1.69 HD Display & 600+ Watch Face Smartwatch","₹1,699",4,3576,602,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1. Bluetooth Calling2. 600+ Watch Faces3. 1.69'' Square HD Display4. Live Cricket Scores5. Heart Rate and Blood Oxygen Monitoring6. Health Ecosystem with boAt Crest App7. Multiple Sports Modes8. IP68: Dust, Sweat &amp; Splash Resistant9. Slim Metallic DesignWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase",1K-10K,Low to High,0K-1K
58,"boAt Wave Neo with 1.69 inch , 2.5D Curved Display & Multiple Sports Modes Smartwatch","₹1,799",4,100844,6701,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"42mm(1.69 inch) HD Display|2.5D Curved Display|550 Nits Brightness|Lightweight: 35 gmsMultiple Sports Modes: Walking, Running, Cycling, Climbing, Yoga, Basketball, Football, Badminton, Skipping & Swimming24H Heart Rate, SpO2 & Stress Monitoring|Sleep Tracker|Music & Camera ControlIP68 Dust, Sweat and Splash Resistant|Multiple Watch Face|Call, Text & Social Media NotificationsTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",100K-200K,Low to High,1K-10K
59,"boAt Wave Neo with 1.69 inch , 2.5D Curved Display & Multiple Sports Modes Smartwatch","₹1,799",4,100844,6701,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"42mm(1.69 inch) HD Display|2.5D Curved Display|550 Nits Brightness|Lightweight: 35 gmsMultiple Sports Modes: Walking, Running, Cycling, Climbing, Yoga, Basketball, Football, Badminton, Skipping & Swimming24H Heart Rate, SpO2 & Stress Monitoring|Sleep Tracker|Music & Camera ControlIP68 Dust, Sweat and Splash Resistant|Multiple Watch Face|Call, Text & Social Media NotificationsTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",100K-200K,Low to High,1K-10K
60,"boAt Wave Neo with 1.69 inch , 2.5D Curved Display & Multiple Sports Modes Smartwatch","₹1,799",4,100844,6701,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"42mm(1.69 inch) HD Display|2.5D Curved Display|550 Nits Brightness|Lightweight: 35 gmsMultiple Sports Modes: Walking, Running, Cycling, Climbing, Yoga, Basketball, Football, Badminton, Skipping & Swimming24H Heart Rate, SpO2 & Stress Monitoring|Sleep Tracker|Music & Camera ControlIP68 Dust, Sweat and Splash Resistant|Multiple Watch Face|Call, Text & Social Media NotificationsTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",100K-200K,Low to High,1K-10K
61,"Noise NoiseFit Active with GPS, SpO2 Monitor Smartwatch","₹1,999",3.8,870,96,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,TouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,0K-1K,Low to High,0K-1K
62,"Noise ColorFit Caliber 2 Buzz Advanced BT Calling, 1.85"" display,10 days battery Smartwatch","₹1,799",4.1,4501,425,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.85"" TFT Display with 500 nitsStylish flat edge designNoise Health Suite (Heart rate, Spo2, sleep monitor, stress measurement, breathing practice)Calling Smartwatch with Tru SyncWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",1K-10K,Low to High,0K-1K
63,"Noise ColorFit Caliber 2 Buzz Advanced BT Calling, 1.85"" display,10 days battery Smartwatch","₹1,799",4.1,543,79,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.85"" TFT Display with 500 nits and 240*284px.Stylish flat edge designTru sync with Noise Buzz features10 days batteryNoise Health Suite (Heart rate, Spo2, sleep monitor, stress measurement, breathe practice)Productivity suite (weather, stocks, calculator, reminder) with IP68100 sports modes and 150 watch faces.With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",0K-1K,Low to High,0K-1K
64,"Noise Icon Buzz BT Calling with 1.69"" display , AI Voice Assistance, Built-In Games Smartwatch","₹1,799",4.2,227365,18005,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,1.69 TFT LCD DisplayIn-Built Games|Bluetooth CallingVoice Assistance (AI voice assistance)Noise Health Suite|Weather ReportUp to 7-Day Battery100+ Watch Faces|IP67 WaterproofWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,200K-300K,Low to High,10K-20K
65,"Noise Icon Buzz BT Calling with 1.69"" display , AI Voice Assistance, Built-In Games Smartwatch","₹1,799",4.2,227365,18005,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,200K-300K,Low to High,10K-20K
66,"Noise Icon Buzz BT Calling with 1.69"" display , AI Voice Assistance, Built-In Games Smartwatch","₹1,799",4.2,227365,18005,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,200K-300K,Low to High,10K-20K
67,boAt Storm call 1.69 inch HD display with bluetooth calling and 550 nits brightness Smartwatch,"₹1,799",4.1,132833,9586,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.69inch HD Display|550 Nits Brightness| 2.5D Curved Touch DisplayBluetooth Calling & Dialpad(Save upto 10 contacts)| Ultra Slim & Lightweight150+ Watch Faces| HR & SpO2 MonitoringIP68: Dust, Sweat & Splash ResistantWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Warranty from the Date of Purchase",100K-200K,Low to High,1K-10K
68,Noise ColorFit Pro 3 Smartwatch,"₹1,799",4.1,69501,8985,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"TruView Display 1.55 inch HD Color touch screen with 320*360 Resolution & 500 NITS BrightnessSpo2, Stress , Sleep & Heart Rate Monitoring with 14 sports mode( with breathing exercise)Customisable & Cloud-based Watch FacesUpto 10-day battery lifeCompatible with NoiseFit AppTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",50K-100K,Low to High,1K-10K
69,boAt Storm call 1.69 inch HD display with bluetooth calling and 550 nits brightness Smartwatch,"₹1,799",4.1,132833,9586,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.69inch HD Display|550 Nits Brightness| 2.5D Curved Touch DisplayBluetooth Calling & Dialpad(Save upto 10 contacts)| Ultra Slim & Lightweight150+ Watch Faces| HR & SpO2 MonitoringIP68: Dust, Sweat & Splash ResistantWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Warranty from the Date of Purchase",100K-200K,Low to High,1K-10K
70,"Noise ColorFit Icon 2 1.8 Display, Bluetooth Calling, AI Voice Assistance Smartwatch","₹1,999",4.2,85688,6828,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.8 display (500 nits brightness)| Bluetooth calling| AI voice assistant100+ cloud-based watch faces| In-built gamesNoise Health SuiteTM (SpO2, 24*7 heart rate tracking, sleep monitor & activity tracker)60 sports modes| IP67 waterproof | 7-day batteryUtility features (stopwatch, alarm, timer, weather, find my phone, camera & music controls)NoiseFit Track appWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",50K-100K,Low to High,1K-10K
71,"Noise ColorFit Loop Advanced BT Calling with 1.85"" display,130+Sports Modes Smartwatch","₹2,199",4.3,4342,395,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.85 inch TFT display: Experience bold and vibrant visuals on this big-screen smartwatch with 550 nits.2.5D Curved glass: Stand out in the crowd with its premium curved glass design.Noise Buzz: Manage calls directly from your wrist. Access your call logs, make calls from the dial pad and save up to 10 favorite contacts.Noise Health SuiteTM: Take better care of your daily health with a series of health monitoring tools Blood oxygen monitor, Sleep monitor, 24x7 heart rate monitor, Stress measurement & Female cycle tracker.NoiseFit app: Make the most out of your smartwatch by pairing it with the NoiseFit app.Up to 7-day battery: Go through a full week without charging with up to 7 days of battery life.200+ cloud-based & customized watch faces: Make your selection from a series of fun and trendy watch faces.With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",1K-10K,Low to High,0K-1K
72,"Noise ColorFit Loop Advanced BT Calling with 1.85"" display,130+Sports Modes Smartwatch","₹2,199",4.3,4342,395,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.85 inch TFT display: Experience bold and vibrant visuals on this big-screen smartwatch with 550 nits.2.5D Curved glass: Stand out in the crowd with its premium curved glass design.Noise Buzz: Manage calls directly from your wrist. Access your call logs, make calls from the dial pad and save up to 10 favorite contacts.Noise Health SuiteTM: Take better care of your daily health with a series of health monitoring tools Blood oxygen monitor, Sleep monitor, 24x7 heart rate monitor, Stress measurement & Female cycle tracker.NoiseFit app: Make the most out of your smartwatch by pairing it with the NoiseFit app.Up to 7-day battery: Go through a full week without charging with up to 7 days of battery life.200+ cloud-based & customized watch faces: Make your selection from a series of fun and trendy watch faces.With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",1K-10K,Low to High,0K-1K
73,"Noise ColorFit Icon 2 1.8 Display, Bluetooth Calling, AI Voice Assistance Smartwatch","₹1,999",4.2,85688,6828,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.8 display (500 nits brightness)| Bluetooth calling| AI voice assistant100+ cloud-based watch faces| In-built gamesNoise Health SuiteTM (SpO2, 24*7 heart rate tracking, sleep monitor & activity tracker)60 sports modes| IP67 waterproof | 7-day batteryUtility features (stopwatch, alarm, timer, weather, find my phone, camera & music controls)NoiseFit Track appWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",50K-100K,Low to High,1K-10K
74,"Noise Crew Bluetooth Calling Smartwatch with 1.38"" Round display, Metallic finish Smartwatch","₹1,999",4.4,2270,328,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.38 inches(3.50cms) TFT display, 240x240px - Big, bright and round display for an immersive viewing experience.Up to 7-day battery life & up to 2-days of power with calling activated. Its 300mAh battery takes approx. 2 hours to fully charge. (Battery life can vary due to multiple factors)NoiseFit app - You can track your progress overtime, get health updates, compete with friends and share your achievements.BT v5.3, Single chip calling- ensures that you enjoy stable calls over a longer range while consuming less power.Noise Health SuiteTM - Blood oxygen monitor, Sleep monitor, 24x7 heart rate monitor, Breathe practice, Stress measurement & Female cycle tracker. (Any of the mentioned health tracking features cannot be used as a substitute for a medical device. The readings can have slight variations.)IP68 water resistance, 100+ cloud based watch faces, 120+ sports modeThe contents in-the-box include the NoiseFit Crew smartwatch, a magnetic charging cable & the user manual.With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",1K-10K,Low to High,0K-1K
75,"boAt Watch Mercury 1.54"" TFTDisplay Smartwatch","₹1,999",3.9,12029,1296,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.54"" Display(100+ Cloud Watch Faces)Real Time Temperature Monitoring24 Hours Heart Rate & SpO2 Monitor | Health Ecosystem via boAt Crest AppMusic & Camera Control| Notification Alerts |IP68 Dust, Sweat and Splash ResistantMultiple Sports Mode: Running, Walking, Cycling, Climbing, Treadmill, Spinning, Yoga, Basketball, Football and BadmintonTouchscreenFitness & Outdoor1 year warranty from the date of purchase",10K-50K,Low to High,1K-10K
76,"Noise ColorFit Icon 2 1.8 Display, Bluetooth Calling, AI Voice Assistance Smartwatch","₹1,999",4.2,85688,6828,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.8 display (500 nits brightness)| Bluetooth calling| AI voice assistant100+ cloud-based watch faces| In-built gamesNoise Health SuiteTM (SpO2, 24*7 heart rate tracking, sleep monitor & activity tracker)60 sports modes| IP67 waterproof | 7-day batteryUtility features (stopwatch, alarm, timer, weather, find my phone, camera & music controls)NoiseFit Track appWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",50K-100K,Low to High,1K-10K
77,"Noise Crew Bluetooth Calling Smartwatch with 1.38"" Round display, Metallic finish Smartwatch","₹1,999",4.4,2270,328,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.38 inches(3.50cms) TFT display, 240x240px - Big, bright and round display for an immersive viewing experience.Up to 7-day battery life & up to 2-days of power with calling activated. Its 300mAh battery takes approx. 2 hours to fully charge. (Battery life can vary due to multiple factors)NoiseFit app - You can track your progress overtime, get health updates, compete with friends and share your achievements.BT v5.3, Single chip calling- ensures that you enjoy stable calls over a longer range while consuming less power.Noise Health SuiteTM - Blood oxygen monitor, Sleep monitor, 24x7 heart rate monitor, Breathe practice, Stress measurement & Female cycle tracker. (Any of the mentioned health tracking features cannot be used as a substitute for a medical device. The readings can have slight variations.)IP68 water resistance, 100+ cloud based watch faces, 120+ sports modeThe contents in-the-box include the NoiseFit Crew smartwatch, a magnetic charging cable & the user manual.With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",1K-10K,Low to High,0K-1K
78,"Noise Crew Bluetooth Calling Smartwatch with 1.38"" Round display, Metallic finish Smartwatch","₹1,999",4.4,2270,328,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.38 inches(3.50cms) TFT display, 240x240px - Big, bright and round display for an immersive viewing experience.Up to 7-day battery life & up to 2-days of power with calling activated. Its 300mAh battery takes approx. 2 hours to fully charge. (Battery life can vary due to multiple factors)NoiseFit app - You can track your progress overtime, get health updates, compete with friends and share your achievements.BT v5.3, Single chip calling- ensures that you enjoy stable calls over a longer range while consuming less power.Noise Health SuiteTM - Blood oxygen monitor, Sleep monitor, 24x7 heart rate monitor, Breathe practice, Stress measurement & Female cycle tracker. (Any of the mentioned health tracking features cannot be used as a substitute for a medical device. The readings can have slight variations.)IP68 water resistance, 100+ cloud based watch faces, 120+ sports modeThe contents in-the-box include the NoiseFit Crew smartwatch, a magnetic charging cable & the user manual.With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",1K-10K,Low to High,0K-1K
79,"Noise ColorFit Caliber 2 Buzz Advanced BT Calling, 1.85"" display,10 days battery Smartwatch","₹1,799",4.1,4501,425,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.85"" TFT Display with 500 nitsStylish flat edge designNoise Health Suite (Heart rate, Spo2, sleep monitor, stress measurement, breathing practice)Calling Smartwatch with Tru SyncWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",1K-10K,Low to High,0K-1K
80,boAt Wave Arcade with 1.81 inch HD Display and Bluetooth Calling Smartwatch,"₹1,999",4,8771,997,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.81 inch HD DisplayBluetooth Calling2.5D Curve Arc DisplayIn Built Games- 2048 &b Whack-a-Mole100+ Sports ModesUpto 7 Days Battery LifeIP68: Dust, Sweat & Splash ResistantHR, SpO2 & Stress MonitoringWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",1K-10K,Low to High,0K-1K
81,boAt Wave Arcade with 1.81 inch HD Display and Bluetooth Calling Smartwatch,"₹1,999",4,8771,997,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.81 inch HD DisplayBluetooth Calling2.5D Curve Arc DisplayIn Built Games- 2048 &b Whack-a-Mole100+ Sports ModesUpto 7 Days Battery LifeIP68: Dust, Sweat & Splash ResistantHR, SpO2 & Stress MonitoringWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",1K-10K,Low to High,0K-1K
82,boAt Wave Arcade with 1.81 inch HD Display and Bluetooth Calling Smartwatch,"₹1,799",4,8771,997,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.81 inch HD DisplayBluetooth Calling2.5D Curve Arc DisplayIn Built Games- 2048 &b Whack-a-Mole100+ Sports ModesUpto 7 Days Battery LifeIP68: Dust, Sweat & Splash ResistantHR, SpO2 & Stress MonitoringWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",1K-10K,Low to High,0K-1K
83,"Noise ColorFit Icon 2 1.8 Display, Bluetooth Calling, AI Voice Assistance Smartwatch","₹1,999",4.2,85688,6828,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.8 display (500 nits brightness)| Bluetooth calling| AI voice assistant100+ cloud-based watch faces| In-built gamesNoise Health SuiteTM (SpO2, 24*7 heart rate tracking, sleep monitor & activity tracker)60 sports modes| IP67 waterproof | 7-day batteryUtility features (stopwatch, alarm, timer, weather, find my phone, camera & music controls)NoiseFit Track appWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",50K-100K,Low to High,1K-10K
84,"boAt Storm Pro with 1.78"" AMOLED Display, 700+ Active Modes Smartwatch","₹1,999",3.9,6852,784,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.78 inch AMOLED Display| 2.5D Curved Display|60Hz Refresh Rate700+ Active Modes| Multiple Watch facesASAP Charge: 30 Mins= Full Charge24*7 HR, Oxygen and Sleep Monitoring| IP68 Dust, Sweat and Splash ResistantSupports Google Fit & Apple Health | Live Cricket ScoreTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",1K-10K,Low to High,0K-1K
85,"boAt Storm Pro with 1.78"" AMOLED Display, 700+ Active Modes Smartwatch","₹1,999",3.9,6852,784,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.78 inch AMOLED Display| 2.5D Curved Display|60Hz Refresh Rate700+ Active Modes| Multiple Watch facesASAP Charge: 30 Mins= Full Charge24*7 HR, Oxygen and Sleep Monitoring| IP68 Dust, Sweat and Splash ResistantSupports Google Fit & Apple Health | Live Cricket ScoreTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",1K-10K,Low to High,0K-1K
86,"boAt Storm Pro with 1.78"" AMOLED Display, 700+ Active Modes Smartwatch","₹1,999",3.9,6852,784,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.78 inch AMOLED Display| 2.5D Curved Display|60Hz Refresh Rate700+ Active Modes| Multiple Watch facesASAP Charge: 30 Mins= Full Charge24*7 HR, Oxygen and Sleep Monitoring| IP68 Dust, Sweat and Splash ResistantSupports Google Fit & Apple Health | Live Cricket ScoreTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",1K-10K,Low to High,0K-1K
87,"boAt Storm Pro with 1.78"" AMOLED Display, 700+ Active Modes Smartwatch","₹1,999",3.9,6852,784,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.78 AMOLED Display2.5D Curved Display|60Hz Refresh RateMetal Strap700+ Active ModesASAP Charge: 30 Mins= Full ChargeLive Cricket Score24*7 HR, Oxygen and Sleep MonitoringMultiple Watch facesIP68 Dust, Sweat and Splash ResistantSupports Google Fit & Apple HealthMusic & Camera ControlTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 year warranty from the date of purchase",1K-10K,Low to High,0K-1K
88,boAt Storm call 1.69 inch HD display with bluetooth calling and 550 nits brightness Smartwatch,"₹1,799",4.1,132833,9586,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.69inch HD Display|550 Nits Brightness| 2.5D Curved Touch DisplayBluetooth Calling & Dialpad(Save upto 10 contacts)| Ultra Slim & Lightweight150+ Watch Faces| HR & SpO2 MonitoringIP68: Dust, Sweat & Splash ResistantWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Warranty from the Date of Purchase",100K-200K,Low to High,1K-10K
89,"boAt Vertex 1.69"" HealthEcosystem Smartwatch","₹2,299",3.9,16695,1834,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.69' HD Display(100+ Cloud Based Watch Faces)24 Hours Heart Rate & SpO2 MonitorHealth Ecosystem via boAt Crest App7-10 days Battery Life(dependent on usage)Sleep Tracking & Guided Breathing| Music & Camera ControlIP67 Dust, Sweat and Splash ResistantMultiple Sports Mode: Walking, Running, Cycling, Skipping, Badminton, Basketball and FootballTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase",10K-50K,Low to High,1K-10K
90,"boAt Wave Infinity with 1.85"" HD Screen, Functional Crown and Bluetooth Calling Smartwatch","₹2,099",4.2,3542,424,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,Screen Size: 1.85 inch (47mm) HD Display2.Bluetooth Calling3.Dial Pad|Save Contacts|Built in Mic and Speaker4.Functional CrownWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase,1K-10K,Low to High,0K-1K
